uid,name,pos,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
DixoDw20,Dwayne Dixon,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,9.4,,,,,,,,,,,,,,
DrivSt20,Stacey Driver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,
EsteRi20,Richard Estell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,
FostDe20,Derrick Foster,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
FraiTo20,Todd Frain,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,
GlasBr20,Brian Glasgow,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,
HardDe20,Derrick Harden,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
HarrFr20,Frank Harris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
HarrSa20,Sam Harrell,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,-1.0,4.0,,,,,,,,,,,
HarrSt20,Steve Harris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
HornMa20,Marty Horn,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
JeanGa20,Garland Jean-Batiste,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
JoneE.20,E.J. Jones,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,6.5,,,,,,,,,,,,,,,
LandDa20,Dan Land,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
McClBr20,Brian McClure,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
MoorAl00,Alvin Moore,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,14.0,72.0,31.4,33.3,,,,,,,,,,,,,
MoorLe20,Leonard Moore,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,
MorrLa21,Larry Morris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
NashKe20,Kenny Nash,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,
NugeTe20,Terry Nugent,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ParkKa20,Kaulana Park,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
PierSt20,Steve Pierce,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,
RediCo20,Corn Redick,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
RobiTo20,Tony Robinson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,
ThomAn20,Andre Thomas,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,
TinsKe20,Keith Tinsley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
TottWi20,Willie Totten,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ValeIr20,Ira Valentine,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
WalkDw20,Dwight Walker,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,15.4,55.8,15.6,,,,,,,,,,,,
WheeMa21,Mark Wheeler,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,
WittMa20,Mark Witte,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,4.3,,2.5,,,,,,,,,,,,,
BelkVe20,Veno Belk,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,
BennBe20,Ben Bennett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
BoweSa20,Sam Bowers,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
BrowJi20,Jim Browne,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
BryaSt00,Steve Bryant,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,36.3,34.1,,,,,,,,,,,,,
ButlJe21,Jerry Butler,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
CartSt20,Steve Carter,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
ChetJo20,Joe Chetti,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
ClarDa23,Darryl Clark,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
ColeCh20,Charles Coleman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
CoviJa20,Jaime Covington,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
DennGl00,Glenn Dennison,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,28.5,,,,,,,,,,,,,,
DiReFr20,Fred DiRenzo,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,
EvanDo20,Donald Evans,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
EvanJo20,John Evans,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
FarmGe00,George Farmer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,104.7,54.9,,,,,,,,,,,,
FranBy00,Byron Franklin,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,83.4,17.4,140.0,84.5,,0.8,,,,,,,,,,,
GaffDe00,Derrick Gaffney,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,38.0,32.8,32.2,31.6,63.7,75.4,105.9,,,,,,,,
GillWi21,Willie Gillus,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
HenrBe00,Bernard Henry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,4.1,31.4,80.6,14.5,,,,,,,,,,,,
HolmWa20,Walter Holman,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
JameAr20,Arrike James,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
JohnKe20,Kelley Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
KellCh20,Chris Kelley,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
KowgNi20,Nick Kowgios,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
LaveRo20,Robert Lavette,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9.2,4.7,,,,,,,,,,,,,,,
MargKe00,Ken Margerum,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.2,37.8,,55.8,44.7,85.0,,,,,,,,,,,
MayxMa20,Marc May,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
McGuMo20,Monte McGuire,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
McSwCh20,Chuck McSwain,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,-2.0,,,,,,,,,,,,,,
PaynRu20,Russell Payne,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
PickCl20,Clay Pickering,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
ReedDa20,Dan Reeder,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.4,,,,,,,,,,,,,,,,
RothPe20,Pete Roth,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
ScheEd20,Ed Schenk,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
ScotCh22,Chuck Scott,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,10.1,,,,,,,,,,,,,,,,
SharDa20,Dan Sharp,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
SmitJi23,Jimmy Smith,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
SnydLo20,Loren Snyder,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,
SteeAn20,Anthony Steels,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,3.7,,,,,,,,,,,,,,,
SterJo20,John Sterling,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
StocRa20,Ralph Stockemer,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
ThomCu20,Curtland Thomas,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
VersDa00,David Verser,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,-1.0,14.8,14.8,17.9,30.2,,,,,,,,,,,
WatsLo20,Louis Watson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
WatsRe20,Remi Watson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
WillAl22,Alonzo Williams,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
YounTh20,Theo Young,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
ZornJi00,Jim Zorn,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,33.7,-1.1,69.7,83.1,163.5,177.2,224.3,205.3,112.6,138.4,,,,,,
BoonGr20,Greg Boone,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
BryaCu00,Cullen Bryant,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,9.3,11.0,,75.6,180.8,128.1,119.4,8.0,26.2,87.6,10.8,6.0,,,
CarvMe00,Mel Carver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,7.6,77.0,39.5,,,,,,,,,,,,
CookKe20,Kelly Cook,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
DaviJo01,Johnny Davis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,0.9,7.5,8.7,6.3,72.1,21.7,42.3,56.8,,,,,,,,
GrifSt21,Steve Griffin,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,
HageMi20,Mike Hagen,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
OlivDa20,Darryl Oliver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
RiorTi20,Tim Riordan,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
ThomDe21,Derrick Thomas,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
WallHe00,Herkie Walls,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,1.2,46.1,44.0,,,,,,,,,,,,,
BlouEd20,Ed Blount,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
BritRa20,Ralph Britt,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
EspiAl21,Alex Espinoza,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,
HudsDo20,Doug Hudson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
MerkGu00,Guido Merkens,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,17.7,,1.6,9.4,66.0,,10.9,,,,,,,,,
RichGr21,Greg Richardson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,
SmitRe21,Reggie Smith,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,-4.0,-3.0,,,,,,,,,,
WhitTo20,Todd Whitten,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,
WoodCh20,Chris Woods,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,
YarbEr20,Eric Yarber,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
ZachKe20,Ken Zachary,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,
BrigWa20,Walter Briggs,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,
ClemMi20,Michael Clemons,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,,,,,,,
JohnSa20,Sam Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,
ManuDa20,Dan Manucci,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,5.5,,,,,,,,,,
MayxDe20,Dean May,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,1.3,,,,,,,,,,,,,,
MillLa20,Larry Miller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,
MillMa20,Mark Miller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,
StanSc00,Scott Stankavage,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,0.3,,,,,,,,,,,,,,
PlunJi00,Jim Plunkett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1,33.3,68.3,162.2,104.0,46.6,149.1,7.4,,86.8,92.2,25.5,154.4,164.9,92.8,145.3,
McMiRa00,Randy McMillan,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,150.3,129.1,142.7,52.0,154.3,,,,,,,,,,,
HillTo00,Tony Hill,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,189.4,146.1,145.8,78.3,141.0,186.2,197.0,142.0,3.1,,,,,,,
DickCu00,Curtis Dickey,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,8.5,91.3,205.5,59.5,190.3,187.9,,,,,,,,,,
JohnBo00,Bobby Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,117.8,145.5,,,,,,,,,,,,,,
MoorNa00,Nat Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,138.7,113.1,110.3,18.2,70.5,121.2,145.2,147.2,189.4,105.6,120.4,92.8,,,,
ElliGe00,Gerry Ellis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,117.7,142.0,188.1,45.8,206.3,169.1,,,,,,,,,,
BrowTe00,Ted Brown,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,136.7,136.1,167.8,105.7,260.2,238.5,90.3,,,,,,,,,
ErenRi00,Rich Erenberg,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,72.8,110.3,,,,,,,,,,,,,,
PruiMi00,Mike Pruitt,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,,91.0,217.1,90.6,229.0,209.0,247.1,104.2,28.2,16.4,,,,,,
ThomLe01,Leonard Thompson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,129.1,136.6,124.9,66.9,100.5,83.7,68.5,44.4,22.8,6.7,-3.2,,,,,
JoinCh00,Charlie Joiner,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,163.7,145.8,144.5,71.5,193.8,169.7,158.6,81.2,106.7,172.6,120.1,56.0,26.9,67.3,124.6,73.6
WonsNa00,Nathan Wonsley,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,
OrteKe00,Keith Ortego,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,
IverEd00,Eddie Lee Ivery,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,127.6,119.8,74.9,129.9,15.2,177.2,1.4,,,,,,,,,
SpriRo00,Ron Springs,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,11.3,111.1,199.1,70.1,188.4,102.3,83.6,,,,,,,,,
ButlJe00,Jerry Butler,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,109.5,,73.5,70.6,157.8,149.5,131.7,,,,,,,,,
GoodEu00,Eugene Goodlow,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,94.6,57.6,81.5,,,,,,,,,,,,,
GillOw20,Owen Gill,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,44.9,,,,,,,,,,,,,,,
MarsDo00,Doug Marsh,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,60.0,109.8,105.1,12.4,16.0,60.9,,,,,,,,,,
AndrWi00,William Andrews,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,307.1,169.6,304.1,225.9,177.7,,,,,,,,,
MoroMi00,Mike Moroski,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,12.2,42.1,22.2,7.5,5.0,1.0,12.0,,,,,,,,,
SampCl00,Clint Sampson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,80.2,21.8,43.0,,,,,,,,,,,,,
BartSt00,Steve Bartkowski,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,45.4,106.7,207.5,85.6,223.4,243.3,139.8,114.6,22.1,20.1,96.0,,,,,
WillKe01,Keith Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,
WrigTi00,Tim Wrightman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,58.7,,,,,,,,,,,,,,,
DuckBo00,Bobby Duckworth,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,72.7,107.0,82.2,8.7,,,,,,,,,,,,
HarmDe00,Derrick Harmon,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,26.5,24.9,,,,,,,,,,,,,,
RossDa00,Dan Ross,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,32.5,,87.3,91.3,153.5,123.4,78.1,,,,,,,,,
FullSt00,Steve Fuller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,59.8,50.7,,37.2,49.2,141.4,81.8,,,,,,,,,
HudsGo00,Gordon Hudson,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,,,,,,,,,,,,,,
HuntTo00,Tony Hunter,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,102.2,61.2,78.0,,,,,,,,,,,,,
FranPa21,Pat Franklin,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,,,,,,,,,,,,,,,,
JoneJo23,Joey Jones,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,
CrawCh00,Charles Crawford,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,
HarrHe00,Herbert Harris,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,
CapeWa00,Wayne Capers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,87.1,10.3,29.5,,,,,,,,,,,,,
WeatRo00,Robert Weathers,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,26.2,,76.5,17.2,,,,,,,,,,,,
BellJe00,Jerry Bell,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,81.1,78.2,33.0,1.0,,,,,,,,,,,,
FlicTo00,Tom Flick,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,-0.9,,,-0.3,,,,,,,,,,,
FoxxCh20,Chas Fox,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,
TyleWe00,Wendell Tyler,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,154.1,204.2,160.1,180.9,264.5,16.5,208.7,5.2,46.5,,,,,,,
HeflVi21,Vince Heflin,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,18.8,-1.0,,,,,,,,,,,,,,
HughDa01,David Hughes,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,38.7,63.8,56.3,31.9,65.3,,,,,,,,,,,
LuckOl00,Oliver Luck,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,27.4,27.7,61.5,,,,,,,,,,,,,
MoffMi20,Mike Moffitt,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,
KreiSt00,Steve Kreider,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,30.4,39.3,82.6,38.0,101.1,34.7,2.5,,,,,,,,,
AkiuMi20,Mike Akiu,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,4.2,,,,,,,,,,,,,,,
AndeKe00,Ken Anderson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,13.8,105.7,132.0,161.3,279.2,80.3,172.1,99.5,127.6,159.1,215.6,199.1,149.8,113.1,56.6,
SmitTi01,Tim Smith,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,100.0,172.6,195.7,,4.7,2.1,,,,,,,,,,
CrawDe21,Derrick Crawford,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,
FerrVi00,Vince Ferragamo,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,59.6,4.7,166.7,87.7,,215.4,28.9,1.6,11.3,,,,,,,
HancAn00,Anthony Hancock,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,47.1,31.7,80.9,20.1,,,,,,,,,,,,
LaFlGr00,Greg LaFleur,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,16.4,28.3,12.9,15.2,38.0,,,,,,,,,,,
BarbMa00,Marion Barber Jr.,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,10.2,36.7,28.0,2.4,,,,,,,,,,,,
HarbJa20,James Harbour,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,
LongDa20,Darren Long,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,
TillPa00,Pat Tilley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,133.1,130.8,120.0,76.5,154.0,166.6,158.3,141.2,7.9,57.7,,,,,,
JunkTr20,Trey Junkin,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,
RhymBu20,Buster Rhymes,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.9,,,,,,,,,,,,,,,
